Text,Domain,Predicted domain,Intent,Predicted intent,Slots,Predicted slots
i need to add a new email to my contacts,email,email,email_sendemail,email_addcontact,O O O O O O O O O O,O O O O O O O O O O
can you tell me the contact information of jo,email,email,email_querycontact,email_querycontact,O O O O O O O O O,O O O O O O O O B-person
check mom's number,email,email,email_querycontact,email_querycontact,O B-relation O,O B-relation I-personal_info
make a call to,email,email,email_querycontact,general_quirky,O O O O,O O O O
send a reply to mike with the answer four hundred and thirty from his email he sent this morning,email,email,email_sendemail,email_sendemail,O O O O B-person O O O O O O O O O O O O O B-timeofday,O O O O B-person O O O B-time I-time I-time I-time O O O O O O B-timeofday
respond to my bosses email with the word that i will be in at four in the evening,email,email,email_sendemail,email_sendemail,O O O B-relation O O O O O O O O O O O O O O,O O O B-relation O O O O O O O O O O B-time O O B-timeofday
does my company worker have a home phone number,email,email,email_querycontact,email_querycontact,O O B-relation I-relation O O B-personal_info I-personal_info I-personal_info,O O B-relation B-relation O O B-personal_info B-personal_info I-personal_info
i just got an email from bill i need to answer it right now,email,email,email_sendemail,email_sendemail,O O O O O O O O O O O O O O,O O O O O O B-person O O O O O O O
what does the email say that was sent thirty minutes ago from mom,email,email,email_query,email_query,O O O O O O O O B-time I-time O O B-relation,O O O O O O O O O O O O B-relation
has ben got in touch,email,email,email_query,email_querycontact,O B-person O O O,O B-person O O O
add lowes hardware to my contact emails located in cleveland ohio,email,email,email_addcontact,email_addcontact,O O O O O O O O O B-place_name I-place_name,O B-business_name I-business_name O O O O O O B-place_name I-place_name
locate the email to giant eagle and put it into my contact list,email,email,email_addcontact,email_addcontact,O O O O B-business_name I-business_name O O O O O B-list_name I-list_name,O O O O B-person I-person O O O O O O O
send an email to juanpedro at gmail dot com,email,email,email_sendemail,email_sendemail,O O O O B-email_address I-email_address I-email_address I-email_address I-email_address,O O O O B-person I-email_address I-email_address I-email_address I-email_address
add this email address to my contacts and send an email to,email,email,email_addcontact,email_sendemail,O O O O O O O O O O O O,O O O O O O O O O O O O
compose a new email but i got a new address this time brandon at example dot com,email,email,email_sendemail,email_sendemail,O O O O O O O O O O O O B-email_address I-email_address I-email_address I-email_address I-email_address,O O O O O O O O O O O O B-person I-email_address I-email_address I-email_address I-email_address
what is mr. taxi's phone number it is in my contacts,email,email,email_querycontact,email_querycontact,O O B-business_name I-business_name B-personal_info I-personal_info O O O O O,O O B-person I-person B-personal_info I-personal_info O O O O O
have i received any emails since noon,email,email,email_query,email_query,O O O O O O B-timeofday,O O O O O O B-time
send an email to grandma saying we are dropping by on saturday see you then,email,email,email_sendemail,email_sendemail,O O O O B-relation O O O O O O O O O O,O O O O B-relation O O O O O O B-date O O O
please check all new email of income tax department,email,email,email_query,email_query,O O O O O O B-business_name I-business_name I-business_name,O O O O O O B-news_topic I-news_topic I-news_topic
please find a contact number of jayesh and tell me,email,email,email_querycontact,email_querycontact,O O O O B-personal_info O B-person O O O,O O O O I-personal_info O B-person O O O
send email to tim at hotmail dot com,email,email,email_sendemail,email_sendemail,O O O B-email_address I-email_address I-email_address I-email_address I-email_address,O O O B-person I-email_address I-email_address I-email_address I-email_address
search nandy,email,email,email_query,email_querycontact,O O,O O
are there any new emails received after four o'clock today,email,email,email_query,email_query,O O O O O O B-time I-time O B-date,O O O O O O O I-time I-time B-date
create an email for my company worker with my recently saved documents,email,email,email_sendemail,email_sendemail,O O O O O B-relation I-relation O O O O O,O O O O O B-relation B-relation O O O O O
contact detail of paul,email,email,email_querycontact,email_querycontact,B-personal_info I-personal_info O B-person,O O O B-person
check any mail from amazon,email,email,email_query,email_query,O O O O B-person,O O O O B-business_name
email form for regional v. p.,email,email,email_sendemail,email_sendemail,O O O B-relation I-relation I-relation,O O O B-business_name I-business_name I-business_name
any lighting news emails,email,email,email_query,email_query,O O O O,O B-news_topic O O
my friend john has sent me a invitation card to his newly bought home say thanks to him in his mail id,email,email,email_sendemail,general_quirky,O B-relation B-person O O O O O O O O O O O O O O O O O O O,O O B-person O O O O O O O O O O O O O O O O O O O
